"","TP_COR_RACA","TP_ESCOLA","TP_SEXO","Q005","Q006","CO_PROVA_CN","CO_PROVA_CH","CO_PROVA_LC","CO_PROVA_MT","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO","SG_UF_RESIDENCIA"
"302",2,1,"F",5,"B",391,395,399,403,505.9,558.7,597.7,454.7,740,"BA"
"303",1,1,"F",2,"G",392,398,401,404,586.6,595.1,637.1,673.9,700,"SP"
"304",1,1,"F",5,"D",394,395,399,405,508.2,489.2,497.6,441.6,540,"SP"
"305",1,1,"F",8,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"306",3,1,"F",7,"D",392,398,401,404,515.9,482.5,538.6,519.3,560,"RN"
"307",2,1,"F",3,"E",393,395,399,406,551,532.4,479.7,468.1,760,"BA"
"308",3,1,"M",5,"G",393,396,400,406,592.5,566.1,560.7,665.9,600,"MA"
"309",4,2,"M",4,"B",391,397,402,403,501.5,526.6,595.5,465.3,560,"PI"
"310",2,2,"F",5,"E",NA,397,402,NA,NA,509.3,544.1,NA,540,"DF"
"311",3,2,"F",5,"D",392,397,402,404,555.3,421.6,471.2,439.7,520,"SP"
"312",3,1,"M",2,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES"
"313",3,1,"M",3,"F",392,398,401,404,590.8,638.5,605.4,736.4,760,"MG"
"314",3,1,"F",2,"C",391,396,400,403,596.4,530.8,530.8,485.2,520,"MG"
"315",1,1,"F",4,"C",392,397,402,404,495.3,562.2,546.6,427.1,460,"RS"
"316",3,1,"M",5,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"317",1,1,"F",4,"F",392,395,399,404,565.4,593.7,582.4,624.6,700,"GO"
"318",3,1,"F",3,"C",391,395,399,403,400.2,483.9,523.1,530.7,480,"SP"
"319",3,1,"F",4,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"320",3,1,"F",4,"B",394,396,400,405,583.1,576.9,570.5,615.9,880,"BA"
"321",3,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RN"
"322",3,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"323",3,1,"F",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"324",2,1,"F",4,"N",391,395,399,403,577.2,544.5,508.5,538.3,740,"GO"
"325",1,1,"F",3,"D",394,395,399,405,551,583.1,593.7,601.6,0,"RS"
"326",1,1,"F",3,"L",391,397,402,403,586.7,639,563.7,590,540,"RJ"
"327",1,1,"F",6,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"328",3,1,"F",2,"H",391,398,401,403,588.8,657.3,586.9,694.3,700,"PE"
"329",2,1,"M",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"330",3,1,"M",5,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TO"
"331",1,1,"F",2,"C",394,397,402,405,555.7,578.4,542.1,494,560,"RS"
"332",3,1,"F",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"333",1,1,"F",1,"C",NA,396,400,NA,NA,545.6,571.4,NA,600,"SC"
"334",3,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"335",2,1,"F",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"336",3,1,"F",4,"B",394,396,400,405,568.7,582,538.6,520.5,580,"CE"
"337",1,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RO"
"338",3,1,"F",5,"C",392,397,402,404,558.3,586.7,577.5,618.5,840,"GO"
"339",1,1,"F",4,"C",394,397,402,405,495.7,425.9,417.6,434.2,520,"RS"
"340",5,1,"F",4,"B",392,397,402,404,448.9,407.4,372.9,456.8,480,"PE"
"341",1,1,"F",4,"F",391,397,402,403,595.2,614.8,568.2,624.4,720,"RJ"
"342",3,1,"M",4,"C",394,395,399,405,454.6,486.4,492.2,575.2,0,"BA"
"343",3,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"344",4,1,"F",5,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"345",3,1,"F",2,"H",393,398,401,406,663.8,637,629.8,720,760,"PE"
"346",1,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES"
"347",1,1,"F",3,"Q",394,395,399,405,618.7,596.4,632.8,568.6,920,"PE"
"348",1,1,"M",5,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RN"
"349",3,1,"F",2,"C",392,397,402,404,588.2,505.8,474.9,468.1,520,"BA"
"350",3,2,"M",4,"C",393,398,401,406,518.7,556.8,526,558.2,600,"RJ"
"351",3,1,"F",2,"C",393,396,400,406,535.3,528,471.7,470.6,360,"SP"
"352",0,1,"M",6,"D",393,398,401,406,515.8,495.4,476.2,483.2,0,"GO"
"353",1,1,"F",2,"G",394,396,400,405,519.6,566.6,575.5,544.2,600,"SP"
"354",2,1,"M",1,"C",393,398,401,406,614.7,650.1,565.1,570.3,480,"RN"
"355",3,1,"F",2,"B",394,395,399,405,484.1,437.2,476.2,394.3,440,"BA"
"356",3,1,"M",1,"C",394,396,400,405,547,625.1,545.9,463.5,640,"SP"
"357",1,1,"M",5,"D",392,397,402,404,478.8,439.9,521,577.4,560,"MA"
"358",2,1,"F",2,"B",392,395,399,404,471.3,460.6,501.7,527,520,"BA"
"359",1,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"360",3,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"361",1,1,"F",3,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"362",1,1,"M",3,"J",394,397,402,405,510.1,600.3,565.8,453.7,400,"SC"
"363",3,1,"F",4,"B",392,398,401,404,574.6,503.6,529.2,503,600,"ES"
"364",1,1,"F",6,"B",393,395,399,406,486,368.1,489.3,461.5,520,"MG"
"365",1,1,"M",5,"D",391,395,399,403,590.9,513.6,542.7,504.9,560,"MG"
"366",2,1,"M",5,"D",391,397,402,403,600.4,600.1,568.6,713.5,620,"PB"
"367",1,1,"M",4,"P",394,397,402,405,659.2,712.9,656.8,816.3,720,"MG"
"368",1,1,"F",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"369",1,1,"M",3,"D",394,395,399,405,582.9,552.4,543.3,616,380,"RJ"
"370",3,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"371",3,1,"M",3,"E",393,397,402,406,509.4,503.4,536.3,409.3,0,"GO"
"372",2,1,"F",2,"C",NA,396,400,NA,NA,568.5,532.7,NA,520,"MG"
"373",3,1,"F",5,"D",394,398,401,405,490.4,506.7,479.2,547,400,"GO"
"374",3,1,"F",4,"I",392,397,402,404,593.1,432.8,473.3,552.2,620,"PB"
"375",1,1,"F",2,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"376",2,2,"F",4,"B",NA,397,402,NA,NA,579.6,579.8,NA,560,"RS"
"377",3,1,"M",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"378",2,1,"M",1,"A",NA,398,401,NA,NA,421.6,498.2,NA,740,"BA"
"379",1,2,"F",2,"C",392,395,399,404,445.6,539.6,560.9,470.3,560,"SP"
"380",2,1,"F",7,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"381",2,1,"M",4,"E",391,396,400,403,524,516.9,489.3,408.6,420,"RJ"
"382",3,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"383",2,1,"F",1,"C",391,398,401,403,558.8,448.9,472.9,416.2,680,"SP"
"384",3,1,"M",10,"E",392,396,400,404,454.9,558.7,475.8,479.7,600,"DF"
"385",3,1,"F",6,"C",394,397,402,405,590.4,599.2,591.7,534.4,600,"SC"
"386",1,1,"F",2,"I",394,397,402,405,566.9,554.1,533.2,602.6,440,"SP"
"387",1,1,"F",3,"N",391,395,399,403,682.9,640.2,641.4,715.1,780,"MG"
"388",3,1,"M",4,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"389",1,1,"M",8,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"390",1,1,"F",2,"C",392,396,400,404,524.5,551.8,568.4,599.3,500,"PR"
"391",1,1,"M",2,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"392",2,1,"F",3,"B",393,396,400,406,590.9,537.8,591.6,565.4,620,"BA"
"393",2,1,"M",5,"E",392,396,400,404,518,657,584.5,662.6,420,"DF"
"394",3,1,"M",4,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"395",1,4,"F",2,"D",391,395,399,403,583.7,638.6,630.5,600,700,"PE"
"396",3,1,"F",5,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"397",1,1,"F",4,"C",391,397,402,403,405.9,609,532,477.5,500,"SP"
"398",3,1,"F",3,"D",394,398,401,405,399.4,414,422,366.1,0,"PA"
"399",2,1,"F",7,"L",394,395,399,405,603.6,696.7,603,658.9,900,"GO"
"400",2,1,"F",4,"C",393,395,399,406,398.7,509.6,487.4,526.3,540,"BA"
"401",2,1,"M",2,"B",NA,396,400,NA,NA,605.1,522.3,NA,560,"BA"
"402",2,1,"M",3,"C",392,396,400,404,518.7,425.8,493.4,493.8,580,"BA"
"403",3,1,"F",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RO"
"404",3,1,"F",6,"C",392,395,399,404,536.1,473.3,445.6,391.8,560,"GO"
"405",1,1,"F",2,"H",393,397,402,406,606.1,621.6,610.9,681.7,640,"MG"
"406",1,1,"F",6,"D",391,397,402,403,462.1,545.6,573.2,399.1,540,"PR"
"407",1,2,"M",2,"E",392,396,400,404,527,611.1,591.7,514.5,640,"GO"
"408",2,1,"F",2,"C",393,398,401,406,396.1,497.8,474.7,404,600,"PE"
"409",1,1,"F",2,"E",NA,395,399,NA,NA,619.2,566.4,NA,400,"SP"
"410",1,1,"M",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"411",1,1,"M",4,"E",391,396,400,403,585.7,576.5,567.1,548.4,580,"PR"
"412",3,1,"F",3,"E",391,398,401,403,509.7,530.3,536,445.2,380,"SP"
"413",2,3,"F",4,"C",393,398,401,406,605.4,627.5,594,573.2,640,"SP"
"414",3,1,"M",3,"C",391,396,400,403,470.9,493.4,472.3,604,560,"PE"
"415",3,2,"M",3,"D",392,398,401,404,551.8,510.8,519,409.4,340,"MG"
"416",1,1,"F",3,"F",391,396,400,403,612.6,699.7,617.2,768.2,640,"RJ"
"417",3,1,"F",3,"B",392,396,400,404,458.8,511,426.9,469.2,640,"CE"
"418",1,1,"M",4,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PI"
"419",1,1,"F",4,"C",391,395,399,403,642.2,617.2,634.5,802.1,800,"RS"
"420",1,1,"F",6,"B",392,397,402,404,465.8,419.3,463.5,394.9,520,"SP"
"421",1,1,"F",2,"G",392,395,399,404,595.3,622.6,511.1,597.1,800,"RJ"
"422",1,1,"F",5,"C",393,395,399,406,512.7,488.5,526.1,521.2,580,"CE"
"423",1,1,"M",5,"B",394,396,400,405,519.2,583.3,540.8,561.5,600,"SP"
"424",3,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"425",3,1,"M",3,"D",391,397,402,403,620,615.1,555,470.1,740,"RJ"
"426",3,1,"F",5,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"427",2,2,"F",5,"D",394,398,401,405,455,420.1,513,502.3,600,"SP"
"428",1,1,"F",5,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"429",2,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"430",1,1,"M",3,"B",391,397,402,403,476.7,516.8,487.6,477.2,520,"CE"
"431",2,1,"F",4,"G",394,395,399,405,517.9,565.9,609.4,736.5,580,"SP"
"432",1,2,"M",6,"C",391,397,402,403,487.4,469.7,366.9,445,460,"CE"
"433",3,1,"F",4,"H",392,398,401,404,621.9,664.6,555.2,608.1,520,"RJ"
"434",1,3,"F",4,"F",393,398,401,406,623.5,622.9,578.9,684.8,780,"CE"
"435",1,1,"F",4,"I",393,395,399,406,578.6,613.2,570.7,504.6,680,"MG"
"436",1,3,"M",3,"L",393,397,402,406,517.5,705.3,568.4,676.4,640,"PR"
"437",3,1,"F",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"438",2,1,"F",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF"
"439",3,1,"M",5,"C",391,396,400,403,575.5,473.7,540.7,402.5,0,"MG"
"440",1,2,"M",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"441",3,1,"M",3,"C",391,397,402,403,563.2,585.5,507.7,567.1,520,"BA"
"442",1,1,"F",5,"H",391,396,400,403,621.6,549.4,561.5,475.2,580,"TO"
"443",2,2,"F",5,"C",391,397,402,403,554.2,597.2,520,454.7,640,"GO"
"444",3,1,"F",4,"D",392,395,399,404,607,593.4,558.6,511.7,680,"PB"
"445",1,1,"F",5,"B",393,397,402,406,466.4,430.6,396.1,529.7,580,"RN"
"446",3,1,"F",5,"B",393,396,400,406,586,441.1,541.7,507.7,740,"CE"
"447",3,1,"M",6,"D",392,396,400,404,547.6,429,522,501.5,760,"PE"
"448",3,1,"M",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AM"
"449",3,1,"F",7,"B",393,395,399,406,449.7,468.1,512.5,432.3,440,"MA"
"450",1,1,"M",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"451",1,1,"F",1,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"452",3,2,"F",4,"H",392,397,402,404,506,639.7,541.3,536.8,660,"ES"
"453",3,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"454",1,1,"M",1,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"455",3,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RN"
"456",2,1,"F",4,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"457",3,1,"F",2,"B",NA,397,402,NA,NA,543.6,470.1,NA,480,"SP"
"458",1,1,"M",4,"D",392,397,402,404,535.7,527.8,536.4,514.5,640,"MS"
"459",2,1,"M",3,"C",392,395,399,404,561.5,629.7,557.9,492.6,580,"PE"
"460",3,1,"M",2,"B",393,396,400,406,567,589.8,529.7,391,360,"BA"
"461",3,1,"M",1,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"462",1,1,"F",3,"G",391,398,401,403,572.2,562.8,549.1,532.9,620,"PR"
"463",3,1,"F",1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"464",2,1,"M",3,"D",393,398,401,406,480.5,528.7,519.1,412.9,740,"BA"
"465",3,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"466",2,1,"F",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"467",1,1,"M",3,"G",394,398,401,405,566.7,632.9,529.1,677.3,720,"PR"
"468",1,1,"F",4,"L",393,398,401,406,655.9,680.9,606.5,692.2,780,"PR"
"469",1,1,"F",2,"E",392,397,402,404,502.6,545.2,522.1,622,360,"SP"
"470",4,1,"M",1,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"471",2,1,"M",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"472",3,1,"F",4,"C",393,398,401,406,454.9,415.1,497.9,410.5,0,"SP"
"473",1,1,"M",4,"I",394,398,401,405,606.5,656.4,593.2,528.2,500,"PI"
"474",3,1,"M",4,"B",393,397,402,406,491.5,607.2,498.9,651.8,480,"CE"
"475",1,2,"M",4,"E",394,396,400,405,570.1,462.2,512.1,399.6,460,"SP"
"476",3,1,"F",2,"A",391,398,401,403,582.9,558.9,510.9,428.1,600,"RO"
"477",2,1,"M",2,"J",391,437,441,403,675.3,660.2,625.1,781,920,"PI"
"478",3,1,"F",4,"K",392,396,400,404,453.8,596.6,525.2,645.5,600,"BA"
"479",1,1,"F",4,"B",393,397,402,406,567.5,465.2,370.7,533.9,720,"PI"
"480",3,3,"F",9,"I",391,397,402,403,531.1,593.6,516.8,481.7,520,"PA"
"481",0,1,"M",2,"J",NA,396,400,NA,NA,664.8,568.2,NA,560,"BA"
"482",3,1,"M",1,"C",394,397,402,405,596.3,576,612.8,473.3,520,"PE"
"483",1,1,"F",3,"B",392,396,400,404,557.2,576.4,557.6,499.9,0,"MG"
"484",3,1,"F",2,"A",391,396,400,403,477.5,429.9,426.6,421.5,520,"BA"
"485",1,1,"F",3,"H",394,397,402,405,562.4,532.7,560.2,587,920,"SP"
"486",3,1,"F",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"487",1,1,"M",4,"P",392,397,402,404,599.1,616,589.4,685.2,580,"RJ"
"488",2,1,"F",6,"I",392,395,399,404,470.2,557.1,557.9,455.6,580,"MG"
"489",2,1,"F",3,"B",392,398,401,404,501.4,538.5,512.5,447.2,480,"PE"
"490",3,1,"M",8,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"491",1,1,"M",2,"E",392,398,401,404,601.4,682.6,605.7,555.5,620,"SP"
"492",2,1,"M",4,"A",394,396,400,405,510.6,618.4,440,444.2,760,"BA"
"493",2,1,"M",2,"C",391,396,400,403,567.7,535.4,554,470,480,"BA"
"494",1,2,"F",4,"E",393,396,400,406,559.3,622.2,551.5,689.6,700,"SP"
"495",1,1,"F",4,"C",391,397,402,403,545.4,607.8,471.5,612.6,760,"PR"
"496",3,1,"M",4,"I",393,396,400,406,578,684.2,600.6,643.6,500,"PI"
"497",3,1,"M",3,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RO"
"498",2,1,"M",3,"B",394,397,402,405,550.3,459.4,475.3,437.7,620,"BA"
"499",1,1,"F",4,"C",392,398,401,404,546.3,366.6,354,417.2,420,"SP"
"500",2,1,"M",5,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"501",2,1,"M",3,"C",392,396,400,404,493.4,614.8,562.9,655.6,420,"AM"
"502",3,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"503",1,1,"F",4,"H",391,395,399,403,561,577.4,572.5,508.8,620,"SP"
"504",1,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"505",3,1,"F",6,"C",394,398,401,405,558.1,572.4,580.8,516.7,540,"CE"
"506",1,1,"M",4,"E",394,397,402,405,446,484.4,485.3,432.1,400,"PR"
"507",2,1,"F",3,"D",393,397,402,406,517.1,518.5,505.9,416,480,"BA"
"508",3,1,"M",2,"H",392,398,401,404,673.9,694.4,589.2,560.2,680,"MG"
"509",3,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"510",2,2,"F",4,"F",392,396,400,404,529.9,551.1,551.3,428.1,560,"MS"
"511",2,1,"M",2,"D",394,395,399,405,519.7,439.6,543,398.1,700,"BA"
"512",4,1,"F",5,"G",394,397,402,405,405.1,397.2,445.1,413.7,440,"MG"
"513",1,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MS"
"514",4,1,"F",3,"E",391,395,399,403,578.1,585.3,594.5,606.1,620,"GO"
"515",3,1,"F",3,"C",392,397,402,404,528.5,551.8,550.9,504.3,720,"RJ"
"516",3,1,"M",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"517",2,1,"M",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"518",3,1,"M",2,"B",394,397,402,405,545.7,586.1,503.5,398.8,540,"AL"
"519",3,1,"M",2,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MS"
"520",3,1,"F",4,"D",NA,398,401,NA,NA,642.4,622.2,NA,580,"RN"
"521",3,1,"F",2,"B",393,395,399,406,591.3,615.8,604.5,636.1,900,"SP"
"522",3,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"523",3,1,"F",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"524",3,1,"F",2,"B",391,395,399,403,498,513.1,554.1,493,620,"BA"
"525",2,1,"M",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"526",3,1,"F",3,"B",393,396,400,406,469,511.2,484.9,388.4,420,"BA"
"527",1,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"528",3,1,"M",6,"K",391,396,400,403,456.3,614.8,537,735.2,500,"PA"
"529",2,1,"M",1,"E",392,395,399,404,567.2,532.2,526.6,635.3,620,"BA"
"530",1,1,"F",4,"J",394,398,401,405,402.9,456.7,480.6,487.9,500,"SC"
"531",2,1,"M",2,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"532",3,1,"M",3,"B",391,395,399,403,469.1,461.7,522.7,391.8,660,"BA"
"533",1,1,"M",5,"C",393,398,401,406,423.9,481.1,563.7,569.7,580,"SP"
"534",3,1,"F",2,"E",391,398,401,403,545.3,551.3,571.9,488.7,460,"SP"
"535",3,1,"F",4,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MA"
"536",3,1,"M",2,"C",394,395,399,405,575.6,633.4,527.1,638.4,600,"AM"
"537",3,1,"M",3,"K",393,398,401,406,566.3,623,613.4,758.2,780,"DF"
"538",2,1,"M",5,"C",394,397,402,405,447.6,362.3,501.3,642.1,520,"RJ"
"539",1,1,"M",3,"D",391,395,399,403,619.2,697.1,611.8,567.2,600,"SP"
"540",3,1,"M",5,"M",394,396,400,405,454.1,461.9,496.1,373.6,960,"AP"
"541",1,1,"F",3,"C",393,398,401,406,411.1,459.7,559.7,532,380,"RJ"
"542",3,1,"M",4,"D",394,398,401,405,617.6,601.5,566.3,526.1,380,"SP"
"543",1,1,"F",2,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"544",1,1,"F",4,"E",393,398,401,406,590.5,626.3,600.8,577.5,720,"SP"
"545",1,1,"F",4,"O",392,396,400,404,640.6,663.7,629.1,819.7,840,"MG"
"546",1,1,"M",2,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC"
"547",0,1,"F",3,"E",391,398,401,403,400.2,605.7,578.3,516.6,720,"GO"
"548",3,1,"F",5,"J",393,396,400,406,693.4,633.9,604.9,742.2,980,"PE"
"549",3,1,"F",3,"C",392,397,402,404,609.6,539.7,517.7,514.4,620,"GO"
"550",1,3,"F",3,"F",391,398,401,403,643.2,701.1,618.2,539,960,"RJ"
"551",3,2,"F",4,"G",394,396,400,405,395,396.8,434.1,396.8,480,"BA"
"552",3,1,"M",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"553",3,1,"F",1,"B",NA,396,400,NA,NA,526,523.3,NA,440,"BA"
"554",3,1,"M",5,"C",391,397,402,403,503.2,591.2,536.4,523.6,600,"PA"
"555",1,1,"M",5,"C",394,397,402,405,474.9,601.3,490.5,387.8,480,"PR"
"556",3,1,"M",3,"H",394,395,399,405,686,710,588.6,853.9,820,"ES"
"557",3,1,"F",3,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"558",3,2,"F",6,"C",394,395,399,405,482.8,372.3,467.7,410.2,580,"SP"
"559",1,1,"M",1,"C",392,395,399,404,476.3,406.5,498.6,442,540,"SC"
"560",2,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"561",1,1,"F",2,"F",391,395,399,403,625.2,666.6,564.8,703.7,940,"GO"
"562",3,1,"F",3,"C",392,398,401,404,440.3,568.1,500.1,552.5,600,"ES"
"563",1,1,"F",2,"I",394,397,402,405,647.8,700.4,628.4,642.1,780,"SC"
"564",3,1,"F",2,"B",394,397,402,405,431,406.6,498.1,471.6,480,"PE"
"565",3,1,"M",3,"D",392,397,402,404,612.2,546.2,588.2,678.6,500,"SP"
"566",3,1,"F",2,"A",391,395,399,403,526.1,408.5,516.6,477.3,460,"RN"
"567",1,1,"F",1,"C",391,398,401,403,589.8,637.2,610.1,535.5,700,"SP"
"568",1,1,"F",3,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"569",3,1,"M",3,"D",394,395,399,405,621.6,649.4,575.5,532.8,500,"SP"
"570",3,1,"M",3,"C",392,397,402,404,420.3,527.2,490.4,516.1,320,"PR"
"571",1,1,"F",6,"D",392,398,401,404,636.8,639,609.4,658.3,700,"SP"
"572",1,1,"F",3,"E",392,397,402,404,512.7,544.9,674.9,578,760,"SP"
"573",3,1,"F",5,"D",393,397,402,406,497.4,466.8,392.7,411.1,700,"PB"
"574",2,1,"M",2,"B",393,396,400,406,432.8,491.1,476.1,443.4,680,"PE"
"575",3,1,"F",3,"B",391,398,401,403,398.5,479.4,512.1,432.5,400,"PE"
"576",1,1,"M",2,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"577",3,1,"F",4,"B",392,397,402,404,508.1,466.5,526,474.3,440,"PA"
"578",3,1,"F",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"579",3,1,"F",5,"E",392,398,401,404,542,369.2,479.4,369.7,540,"PR"
"580",1,1,"F",4,"Q",393,397,402,406,682.3,624.8,581.4,706.8,720,"MG"
"581",3,1,"F",4,"C",393,398,401,406,519.5,494.3,435.7,540.7,420,"GO"
"582",1,1,"F",5,"N",392,395,399,404,722.7,745.6,674.5,843.9,880,"RJ"
"583",1,1,"M",2,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"584",3,1,"F",8,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
"585",1,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DF"
"586",2,1,"F",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"587",3,1,"M",5,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"588",3,1,"M",5,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"589",2,1,"M",4,"F",393,396,400,406,452.3,424.8,416.9,477.3,400,"SP"
"590",3,1,"M",5,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"591",1,1,"M",3,"D",394,395,399,405,647.2,601.3,583.7,687.5,680,"MG"
"592",3,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"593",1,1,"F",2,"M",394,398,401,405,564.2,553.4,618,540,580,"BA"
"594",1,1,"F",1,"B",391,395,399,403,402.2,551.6,547.2,391,500,"RN"
"595",0,1,"M",3,"E",394,397,402,405,610.3,689.9,637.8,677.7,560,"SP"
"596",3,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"597",3,1,"F",7,"B",392,395,399,404,436,440.7,435.3,483,400,"PI"
"598",3,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"599",3,1,"F",5,"D",394,397,402,405,470.6,534.1,544,380.3,540,"SP"
"600",1,1,"M",1,"C",394,396,400,405,448.8,631.4,569.3,603,620,"SP"
"601",2,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"602",4,1,"F",4,"I",391,398,401,403,541.3,627.5,553.3,584.6,600,"MS"
"603",3,1,"F",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PA"
