"","TP_COR_RACA","TP_ESCOLA","TP_SEXO","Q005","Q006","CO_PROVA_CN","CO_PROVA_CH","CO_PROVA_LC","CO_PROVA_MT","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","NU_NOTA_MT","NU_NOTA_REDACAO","SG_UF_RESIDENCIA"
"7293",2,1,"F",5,"E",NA,397,402,NA,NA,413.7,544.1,NA,620,"SP"
"7294",2,1,"M",5,"E",392,396,400,404,478.8,572.1,531.2,558.7,480,"PB"
"7295",1,1,"F",3,"C",391,395,399,403,415.6,553.6,530.1,515.3,460,"PR"
"7296",1,3,"F",4,"F",393,395,399,406,558,636.6,594.5,689.3,780,"RS"
"7297",1,1,"M",3,"M",394,398,401,405,667.3,607.1,529,625.8,500,"PR"
"7298",1,1,"F",5,"E",391,397,402,403,430.9,561.7,578,434.8,380,"SP"
"7299",3,2,"F",6,"C",391,396,400,403,386.6,616.5,556.2,648.4,840,"RO"
"7300",3,1,"F",4,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7301",1,1,"F",1,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MS"
"7302",3,1,"M",2,"B",394,397,402,405,606.7,595.7,537.9,677.9,680,"PB"
"7303",2,2,"M",5,"B",NA,396,400,NA,NA,516.5,598.9,NA,660,"SP"
"7304",3,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"7305",3,1,"F",4,"H",392,396,400,404,634.8,635.6,600,742.5,820,"MG"
"7306",1,1,"F",6,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AP"
"7307",1,1,"M",5,"Q",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7308",1,1,"F",3,"D",392,397,402,404,581.2,610.1,628.8,611.8,600,"RS"
"7309",1,1,"F",6,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7310",3,1,"F",6,"G",393,398,401,406,448.7,502.6,535.8,557.4,700,"RJ"
"7311",3,1,"F",3,"C",391,397,402,403,407.8,514.3,480.7,501.7,540,"PA"
"7312",2,1,"M",6,"B",NA,395,399,NA,NA,478.1,506,NA,540,"MA"
"7313",3,2,"F",6,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7314",1,1,"F",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"7315",1,1,"F",1,"B",393,396,400,406,562,657.9,513.2,626.8,660,"RN"
"7316",1,1,"M",3,"C",394,396,400,405,573.3,610.9,545.1,456.2,540,"AM"
"7317",3,1,"F",6,"D",392,395,399,404,493.7,385.7,406.2,452.2,400,"BA"
"7318",3,1,"F",3,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"7319",1,2,"M",4,"E",NA,397,402,NA,NA,543.8,518.3,NA,560,"PR"
"7320",3,1,"F",5,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7321",1,1,"F",5,"O",394,397,402,405,690.1,689.6,631.5,838.7,880,"AL"
"7322",3,1,"F",1,"C",391,395,399,403,475.3,576.4,564.8,541.7,660,"GO"
"7323",2,1,"M",6,"E",394,396,400,405,469,512,448.9,569.2,340,"SP"
"7324",1,1,"F",3,"D",391,398,401,403,414.9,582.3,577.3,452.3,560,"SP"
"7325",1,1,"M",3,"C",394,395,399,405,505.8,479.3,469.1,523.5,520,"RJ"
"7326",1,1,"M",6,"D",394,395,399,405,553.7,582.6,582.3,404.6,660,"RS"
"7327",3,1,"F",2,"B",391,398,401,403,491.9,471.3,420.5,447.6,520,"PR"
"7328",2,1,"F",1,"A",392,396,400,404,442.7,482.4,519.6,548,480,"PE"
"7329",1,3,"M",3,"A",394,398,401,405,613.6,507.1,539.1,684.1,660,"PE"
"7330",1,1,"M",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MT"
"7331",3,1,"M",3,"H",392,398,401,404,667.9,687.6,577.2,769,660,"SP"
"7332",3,1,"F",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES"
"7333",3,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7334",1,1,"F",4,"H",393,397,402,406,742.2,752.9,684.1,734.2,940,"BA"
"7335",2,1,"M",4,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MS"
"7336",3,1,"F",4,"E",391,395,399,403,399.4,379.2,503.4,367.8,240,"MT"
"7337",1,1,"F",5,"H",392,396,400,404,577,605.2,565.7,564.1,520,"MG"
"7338",2,1,"F",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES"
"7339",2,1,"F",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AL"
"7340",4,2,"F",4,"F",393,396,400,406,441.4,457.5,462.5,542.8,620,"GO"
"7341",3,1,"F",4,"I",391,396,400,403,537.5,453.6,560.7,519.7,600,"SP"
"7342",1,1,"F",3,"H",393,398,401,406,495.1,551.5,543.8,494.1,560,"PB"
"7343",2,1,"F",4,"C",391,398,401,403,474.3,477.3,513.2,512.5,620,"BA"
"7344",1,1,"F",3,"E",392,397,402,404,469.1,554.9,499.1,538.3,600,"SP"
"7345",1,2,"F",4,"B",393,398,401,406,593.4,631,584.1,582.6,660,"BA"
"7346",1,1,"F",5,"B",392,397,402,404,559.2,514,506.5,480.8,480,"PA"
"7347",1,2,"M",5,"B",394,395,399,405,496,473.4,553.7,370.9,400,"PR"
"7348",1,1,"M",2,"E",393,398,401,406,424.4,568.3,488.5,377.2,600,"RJ"
"7349",2,1,"M",4,"F",394,397,402,405,436.6,494.8,512.8,432.8,480,"SP"
"7350",3,1,"M",4,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"7351",1,1,"M",2,"H",391,398,401,403,691.4,701.1,653.1,749.5,920,"MG"
"7352",2,1,"M",7,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"7353",3,1,"F",3,"I",391,398,401,403,532.7,608.2,619.9,493,660,"PE"
"7354",3,1,"F",8,"D",391,396,400,403,444.8,470.5,498.9,540.3,540,"PE"
"7355",3,1,"F",3,"C",391,395,399,403,542.5,443.6,547,420.7,520,"PE"
"7356",1,1,"M",4,"J",393,396,400,406,522.2,593.8,531.9,610.4,740,"PE"
"7357",2,1,"F",3,"B",392,398,401,404,607,599.5,592.5,546.2,720,"SE"
"7358",3,1,"M",2,"C",391,395,399,403,488.3,457,511.8,637.3,600,"PR"
"7359",1,1,"M",2,"F",393,397,402,406,733.8,677.7,617.8,671,700,"MG"
"7360",5,1,"F",3,"B",394,395,399,405,509.4,445.6,486.5,446.8,560,"PI"
"7361",3,1,"M",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"7362",3,1,"F",3,"H",393,395,399,406,532.7,565.6,498.7,474.8,740,"BA"
"7363",3,2,"F",5,"E",393,396,400,406,478.1,441,502.2,482.6,740,"CE"
"7364",3,1,"F",8,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7365",1,2,"F",3,"C",394,397,402,405,476.3,395.3,517.6,549.4,680,"SP"
"7366",1,1,"F",3,"G",393,398,401,406,566.6,547.9,520.8,549,540,"RS"
"7367",1,1,"M",4,"C",394,397,402,405,483.2,585.5,486.3,421.4,0,"PI"
"7368",3,1,"F",6,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7369",3,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7370",3,2,"M",4,"E",393,397,402,406,628.3,629,562.8,738,760,"MA"
"7371",2,1,"M",3,"C",392,395,399,404,402.7,430.7,471.9,483.7,300,"BA"
"7372",1,1,"F",3,"D",391,395,399,403,609.8,649.9,526.9,571.7,660,"MG"
"7373",3,1,"F",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7374",1,1,"F",5,"G",392,398,401,404,623.6,649.5,583.2,669.5,820,"SP"
"7375",3,1,"F",4,"C",392,398,401,404,460,461.7,463.3,404.4,500,"SP"
"7376",1,1,"M",4,"B",392,395,399,404,461.4,452.4,386.9,437.7,400,"CE"
"7377",3,2,"M",6,"C",NA,395,399,NA,NA,518,452.2,NA,520,"CE"
"7378",1,1,"M",5,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7379",3,1,"F",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7380",1,1,"F",4,"Q",393,398,401,406,715.6,672,615.7,735.3,960,"RS"
"7381",2,1,"F",6,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"7382",3,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"7383",3,1,"M",4,"C",394,398,401,405,576.1,486.6,339.5,498,520,"SP"
"7384",3,1,"F",2,"C",391,396,400,403,521.9,574.1,566.5,600.6,480,"SP"
"7385",3,1,"F",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7386",1,3,"F",3,"P",394,395,399,405,640,651.1,600.9,614.5,860,"RN"
"7387",3,2,"M",3,"B",392,395,399,404,401.1,414.2,369.5,378,520,"CE"
"7388",3,1,"M",5,"C",394,395,399,405,470.4,548.5,491.5,540.7,620,"MG"
"7389",1,1,"F",4,"J",394,395,399,405,493.4,569,577.5,471.4,760,"PB"
"7390",4,1,"M",2,"C",393,397,402,406,528.3,608,559.8,673.1,580,"CE"
"7391",3,1,"M",2,"B",392,396,400,404,517.9,650.3,606,641.6,720,"BA"
"7392",3,2,"F",3,"E",393,396,400,406,536.9,553.1,524,589.8,680,"GO"
"7393",1,3,"F",5,"N",391,395,399,403,486.6,431.2,514,598.7,580,"SP"
"7394",1,2,"M",4,"C",NA,396,400,NA,NA,472.6,461.5,NA,520,"MG"
"7395",3,1,"F",4,"C",392,398,401,404,473.6,559.8,546.1,617.9,600,"MG"
"7396",3,2,"F",4,"D",391,395,399,403,631,674.3,615.7,528.4,780,"SP"
"7397",1,3,"M",5,"Q",394,397,402,405,518,553.7,549.8,702.8,380,"RJ"
"7398",3,2,"M",8,"B",394,398,401,405,553.9,572,485.8,693.3,900,"PE"
"7399",1,1,"F",4,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7400",2,1,"F",4,"D",393,398,401,406,428.5,402.2,417.3,613.4,500,"GO"
"7401",3,1,"F",3,"G",NA,398,401,NA,NA,497.2,518.8,NA,620,"AC"
"7402",1,1,"M",5,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7403",1,1,"M",3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"7404",2,1,"M",6,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7405",4,1,"M",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO"
"7406",1,1,"F",4,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"7407",1,1,"F",3,"B",394,398,401,405,445.3,513.7,458.8,497.8,460,"MA"
"7408",3,2,"M",5,"F",392,395,399,404,530.3,562.1,506.5,520.4,520,"MG"
"7409",3,1,"M",1,"B",393,396,400,406,447.3,412.6,512.8,359.3,540,"BA"
"7410",3,3,"M",4,"N",392,396,400,404,630.6,583.4,538.4,756.2,800,"BA"
"7411",3,2,"F",7,"H",394,397,402,405,520.8,508.3,522.1,475.6,540,"BA"
"7412",3,2,"F",4,"C",394,395,399,405,454.1,491.3,532,441.5,700,"CE"
"7413",1,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7414",3,1,"F",4,"C",394,396,400,405,585.3,569.6,574.1,715.4,560,"MG"
"7415",3,1,"M",4,"C",391,397,402,403,412.6,486.2,542.8,449.4,600,"MS"
"7416",1,2,"F",4,"B",391,396,400,403,501.3,544.6,565.2,454.4,360,"BA"
"7417",3,1,"M",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES"
"7418",3,1,"M",5,"C",393,398,401,406,490.4,439.2,520.4,424.2,560,"RS"
"7419",2,1,"F",5,"E",NA,397,402,NA,NA,455.4,414.2,NA,480,"SP"
"7420",3,1,"F",3,"B",392,395,399,404,506.7,549.8,517.1,469.9,560,"BA"
"7421",0,1,"M",3,"F",392,396,400,404,560,578.4,446.2,453.8,720,"SP"
"7422",3,1,"M",4,"B",391,398,401,403,490,557.6,510.6,558.5,360,"MG"
"7423",3,1,"M",4,"C",393,396,400,406,448.6,490.2,498.9,412.5,640,"SE"
"7424",1,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES"
"7425",3,1,"M",3,"F",393,398,401,406,472.9,546.7,551.9,531.7,520,"GO"
"7426",1,1,"F",4,"C",393,397,402,406,415.7,483.1,429.7,563.7,0,"RJ"
"7427",3,2,"F",5,"D",392,395,399,404,414.1,460,466.9,433.9,360,"CE"
"7428",3,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TO"
"7429",1,1,"M",4,"D",NA,395,399,NA,NA,476.7,435.2,NA,0,"SP"
"7430",3,1,"M",5,"G",394,395,399,405,555.6,655.5,608.7,597.7,400,"MA"
"7431",1,1,"F",4,"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC"
"7432",2,1,"M",5,"B",394,398,401,405,410.8,404.5,421.6,401.7,420,"BA"
"7433",1,2,"M",4,"F",392,396,400,404,503.8,523.6,573,452.1,620,"SP"
"7434",4,1,"M",3,"D",394,397,402,405,530.3,452.2,466.9,438.5,600,"SP"
"7435",1,1,"M",2,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MA"
"7436",1,1,"F",2,"D",392,396,400,404,598.9,610.9,606.7,685.7,820,"SP"
"7437",1,1,"F",6,"D",392,396,400,404,421.2,519.8,491.2,442.9,0,"SP"
"7438",3,2,"M",4,"B",392,398,401,404,553.4,500.2,543.4,578.8,580,"CE"
"7439",3,1,"F",2,"B",391,395,399,403,574.5,559.7,539.3,663.5,620,"PA"
"7440",3,2,"F",2,"F",391,397,402,403,578.1,592.5,543.5,535,760,"CE"
"7441",2,1,"M",4,"G",393,395,399,406,621.3,666.3,610.2,410.3,920,"BA"
"7442",3,1,"F",5,"F",394,397,402,405,402.6,540.9,406,550.1,700,"SP"
"7443",1,1,"M",2,"K",392,396,400,404,718.6,676.8,636.8,726.3,860,"MT"
"7444",3,1,"M",3,"G",391,395,399,403,420.5,563.9,487.2,650.1,540,"MG"
"7445",3,1,"M",5,"G",394,396,400,405,442.4,465.2,511.6,580.9,720,"PB"
"7446",1,1,"F",1,"B",393,397,402,406,500.4,449.6,486.5,378.5,500,"PR"
"7447",3,1,"M",6,"H",393,398,401,406,477.6,555.1,516.5,562.8,560,"CE"
"7448",3,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PR"
"7449",1,2,"M",6,"C",393,398,401,406,480.2,374.4,477,469,560,"SP"
"7450",2,1,"M",4,"E",391,398,401,403,584.1,602.2,560.6,498.2,620,"MG"
"7451",3,1,"F",4,"N",394,395,399,405,686.1,676.7,647,791.9,800,"AM"
"7452",2,1,"F",4,"G",NA,397,402,NA,NA,505.6,510.8,NA,560,"GO"
"7453",3,1,"F",7,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7454",3,2,"F",5,"D",392,395,399,404,528.7,579,562.8,434,520,"BA"
"7455",3,1,"F",1,"B",392,395,399,404,551.7,616.1,564.5,612.1,560,"BA"
"7456",4,1,"M",3,"C",392,398,401,404,602.9,598.5,546.4,631.7,420,"MT"
"7457",3,3,"F",5,"E",394,397,402,405,500.6,443.7,514.1,625.7,760,"PB"
"7458",2,2,"M",3,"B",392,398,401,404,489.4,442.2,503.2,531.6,580,"RN"
"7459",3,1,"F",4,"C",394,397,402,405,459.8,449.3,423.4,480.2,360,"BA"
"7460",2,1,"F",5,"H",392,398,401,404,590.4,637.8,598.4,624,680,"RN"
"7461",3,1,"F",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MA"
"7462",1,1,"M",3,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"7463",1,1,"F",2,"G",NA,396,400,NA,NA,716.1,646.6,NA,800,"RJ"
"7464",3,1,"M",3,"E",394,395,399,405,524,504,516.5,538.1,500,"SP"
"7465",3,1,"F",2,"E",391,397,402,403,499.4,453.9,463.4,408.9,720,"SP"
"7466",3,3,"F",5,"F",392,398,401,404,510.7,565.6,572.1,632.1,0,"RN"
"7467",2,1,"F",3,"C",394,398,401,405,493.2,458.3,455.8,387.5,540,"SE"
"7468",3,1,"M",4,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"7469",2,1,"M",3,"C",394,396,400,405,438.1,420.2,477.5,451.7,240,"MA"
"7470",3,1,"M",2,"H",394,396,400,405,563.3,472.2,526.3,449.5,440,"SP"
"7471",1,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7472",3,1,"M",3,"D",391,397,402,403,515.8,438.8,371,465.1,540,"PB"
"7473",1,1,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RN"
"7474",3,1,"M",3,"C",393,396,400,406,420.7,585.9,592,449.4,560,"AC"
"7475",1,1,"M",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7476",2,1,"M",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7477",1,1,"F",3,"D",NA,395,399,NA,NA,575.4,545.2,NA,500,"SP"
"7478",1,1,"M",4,"L",394,395,399,405,461.6,621,520.7,655.7,720,"DF"
"7479",3,1,"F",7,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RN"
"7480",3,1,"F",4,"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RN"
"7481",2,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7482",3,1,"M",4,"E",394,398,401,405,427,358.1,553.8,423.9,420,"SP"
"7483",3,1,"M",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"7484",3,2,"F",4,"E",392,397,402,404,616.5,636.4,595.8,482.9,680,"SP"
"7485",1,1,"M",4,"F",391,397,402,403,396.5,474.3,533.9,582.4,720,"SP"
"7486",1,1,"F",4,"J",393,396,400,406,675,675.7,698.1,745,780,"SP"
"7487",3,1,"M",3,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"7488",3,1,"F",2,"C",394,396,400,405,451.9,574.8,597.5,636.3,500,"RJ"
"7489",1,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7490",2,1,"M",4,"E",393,397,402,406,540.6,610.6,595,517.7,480,"MG"
"7491",1,1,"M",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"7492",3,1,"F",4,"D",394,397,402,405,453.6,368.8,329.9,444.8,460,"RJ"
"7493",3,2,"F",2,"E",393,395,399,406,578.7,497,558.1,614.8,720,"MG"
"7494",1,2,"F",4,"H",392,397,402,404,550.4,519.6,541.1,546.4,640,"BA"
"7495",2,2,"M",4,"C",392,395,399,404,391.7,527.8,388.4,459.9,420,"BA"
"7496",3,1,"F",6,"B",393,397,402,406,423.2,444.9,493.2,411.3,640,"PA"
"7497",1,1,"F",4,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"7498",3,2,"M",1,"B",NA,395,399,NA,NA,421.8,358.9,NA,620,"DF"
"7499",3,2,"M",4,"B",392,396,400,404,392,474.2,467.9,548.5,420,"CE"
"7500",1,1,"F",3,"D",391,395,399,403,488.3,577.9,518.6,463.1,740,"RJ"
"7501",3,1,"M",6,"E",394,398,401,405,551.6,615.4,634.5,713.9,520,"ES"
"7502",3,1,"M",4,"G",391,395,399,403,380.8,550.3,548.8,530.3,500,"TO"
"7503",1,2,"M",3,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7504",3,1,"F",5,"C",394,396,400,405,563.1,557,524.4,598.5,720,"PA"
"7505",1,1,"M",3,"P",392,395,399,404,559.6,682.6,542.3,623.4,580,"MG"
"7506",1,1,"M",6,"F",394,397,402,405,467.7,490.9,501,622.3,560,"MT"
"7507",3,1,"F",4,"D",394,396,400,405,423.4,422.4,544.3,386,540,"MA"
"7508",2,1,"F",4,"D",393,395,399,406,546.7,608.9,559.3,605.9,580,"SP"
"7509",1,2,"F",2,"D",393,398,401,406,607.6,621.9,591.6,551.3,580,"DF"
"7510",1,1,"F",4,"N",391,398,401,403,620.2,635.3,603.8,726,820,"MS"
"7511",1,2,"F",5,"G",393,398,401,406,513.8,457.2,463.6,440.8,540,"SP"
"7512",3,1,"M",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RO"
"7513",3,1,"M",4,"B",392,397,402,404,614.4,438.9,517.3,407.3,720,"TO"
"7514",3,2,"F",3,"C",391,395,399,403,504.6,548.2,465.6,606.6,640,"RJ"
"7515",3,1,"M",4,"B",391,397,402,403,459,587.9,543.6,505.3,520,"BA"
"7516",1,2,"M",5,"D",393,398,401,406,451.5,578,490.3,674.3,640,"MA"
"7517",2,1,"M",5,"A",392,397,402,404,584.3,667.3,561.5,568.2,540,"RN"
"7518",1,2,"F",4,"B",393,395,399,406,567.9,429.2,522.5,459,560,"RJ"
"7519",1,1,"M",4,"D",393,396,400,406,472.9,539,471.9,403.9,740,"SP"
"7520",1,1,"F",4,"Q",392,396,400,404,545.2,518.4,552.5,590.6,680,"PE"
"7521",1,1,"M",3,"B",391,398,401,403,678.8,694.7,625.8,720.6,760,"CE"
"7522",3,1,"F",4,"C",393,398,401,406,440.6,520.9,535.8,522.4,540,"SE"
"7523",2,1,"F",1,"C",394,396,400,405,424.4,402.5,546.7,412.9,0,"DF"
"7524",1,3,"M",4,"P",393,395,399,406,580.2,607,547.5,739.2,820,"MG"
"7525",3,1,"F",4,"J",394,397,402,405,616.3,579.3,596,659.7,560,"DF"
"7526",1,1,"M",4,"F",394,396,400,405,539.7,585.9,522.6,556.1,560,"SP"
"7527",3,2,"M",5,"D",392,398,401,404,438.3,476.5,415.2,371.6,520,"PA"
"7528",3,3,"F",3,"C",392,395,399,404,579.6,584.1,556.8,664,900,"PI"
"7529",1,1,"M",4,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7530",1,1,"F",2,"E",393,397,402,406,629.3,647.7,638,707.6,680,"SC"
"7531",0,1,"F",6,"D",392,396,400,404,404.7,432.8,457.5,492.7,520,"RO"
"7532",3,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BA"
"7533",3,1,"M",3,"C",393,396,400,406,481.1,412.5,398.1,379.1,0,"PB"
"7534",3,1,"F",5,"B",391,397,402,403,483,521.7,493.6,456.4,740,"PB"
"7535",1,1,"M",2,"C",391,398,401,403,576.8,594.9,582.3,577.9,400,"SP"
"7536",1,1,"F",6,"D",392,396,400,404,531.6,491.5,490.6,555.4,620,"AP"
"7537",1,2,"F",2,"D",393,396,400,406,618.1,622.7,598,690.5,560,"SP"
"7538",3,1,"M",5,"D",392,397,402,404,573.7,573.5,547.6,545.6,620,"GO"
"7539",3,1,"F",3,"C",391,395,399,403,398.8,494.7,501.2,497.8,540,"PR"
"7540",1,1,"F",2,"D",NA,397,402,NA,NA,594.5,513.5,NA,620,"SP"
"7541",3,1,"F",4,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"7542",2,1,"M",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"7543",3,2,"F",3,"C",394,396,400,405,425.4,462,444.7,510.6,400,"SP"
"7544",2,1,"F",4,"B",391,397,402,403,413.2,481.6,415.2,430.9,540,"SP"
"7545",1,1,"M",8,"I",393,397,402,406,535.2,632.7,539.5,588.8,540,"RN"
"7546",3,1,"M",1,"A",391,397,402,403,562.1,559.6,561.2,646.3,480,"SE"
"7547",3,1,"M",2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MS"
"7548",1,1,"M",5,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"7549",3,2,"F",3,"B",392,395,399,404,592.2,594,595.6,558.9,720,"SP"
"7550",1,1,"M",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MG"
"7551",1,1,"F",4,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"7552",3,1,"F",2,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PI"
"7553",3,2,"F",3,"B",391,397,402,403,452.5,577.8,475.8,591.6,760,"MG"
"7554",3,1,"F",2,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7555",3,1,"F",5,"J",392,395,399,404,666.8,671.9,615.5,727.1,700,"MG"
"7556",1,1,"F",2,"C",393,397,402,406,499.5,473.1,554.8,366.8,620,"MG"
"7557",3,1,"M",5,"C",393,398,401,406,496.4,483.3,512.8,475.9,620,"PB"
"7558",3,2,"F",5,"B",394,397,402,405,567.9,450.3,467.1,396.9,420,"MA"
"7559",3,1,"F",3,"J",394,396,400,405,386.7,450.7,584,377.6,640,"BA"
"7560",1,1,"M",2,"G",394,397,402,405,556.2,462.1,486.9,382.8,560,"PR"
"7561",1,1,"M",4,"K",394,397,402,405,502.2,490.1,469.3,533.8,440,"AL"
"7562",1,2,"M",4,"G",393,395,399,406,629.3,567.7,566.9,494.9,820,"RJ"
"7563",2,1,"F",7,"B",394,397,402,405,465.5,424.1,515.8,425,0,"MG"
"7564",1,3,"F",3,"F",394,395,399,405,619.4,644.3,627.7,729.3,960,"BA"
"7565",3,1,"M",4,"D",394,398,401,405,603.5,599.3,581.1,644.2,600,"DF"
"7566",5,1,"F",3,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PE"
"7567",3,1,"M",4,"D",391,397,402,403,555.4,599.5,546.4,615.2,640,"MA"
"7568",2,1,"F",5,"E",391,397,402,403,570.3,611.6,556.8,579.6,760,"PA"
"7569",1,1,"F",1,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC"
"7570",3,1,"M",5,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS"
"7571",3,1,"M",3,"B",393,396,400,406,564.7,427.3,531.2,650.2,500,"AP"
"7572",1,1,"M",3,"H",393,398,401,406,673.5,622.3,606.9,755.7,840,"MG"
"7573",3,1,"F",6,"D",394,396,400,405,534.9,460.4,465,554.1,520,"PA"
"7574",3,1,"M",5,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RJ"
"7575",1,1,"F",4,"C",393,397,402,406,562,576,558.9,619.6,640,"SP"
"7576",3,1,"M",2,"D",392,397,402,404,468.9,447.9,519.8,590.4,800,"GO"
"7577",3,1,"M",2,"C",394,396,400,405,482.9,445.3,452.4,541.2,400,"PE"
"7578",1,1,"F",3,"C",392,396,400,404,631.9,613.7,503.2,536.7,740,"SE"
"7579",3,1,"M",3,"B",392,398,401,404,432.8,486.9,432.5,579.5,520,"SP"
"7580",2,2,"F",4,"H",391,395,399,403,506.8,554,584.9,413.3,420,"RS"
"7581",3,1,"F",7,"G",394,395,399,405,583.6,650.1,573.7,548.6,620,"CE"
"7582",1,2,"M",4,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7583",2,2,"M",4,"B",393,395,399,406,414.3,430.1,495.9,427,200,"MA"
"7584",3,1,"F",2,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP"
"7585",1,1,"F",3,"A",392,396,400,404,549.5,416.9,516.1,525.8,540,"RN"
"7586",3,1,"M",3,"B",394,397,402,405,545.1,632.6,539.5,647.3,680,"CE"
"7587",3,1,"M",5,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CE"
"7588",1,1,"F",4,"E",391,398,401,403,474.8,580,602.8,560.2,560,"PR"
